640458	OFF	0.02	-0.09	-0.47	-0.7.81	-0.64	-0.11	
670276	OFF	0.42	0.03	-0.38	-0.77	-0.70	-0.11	
670403	OFF	0.75	-0.10	0.28	-0.79	-0.69	-0.10	
670530	OFF	0.26	-0.21	-0.51	-0.78	-0.69	-0.10	
670658	OFF	0.38	0.37	0.10	-0.78	-0.69	-0.09	
670785	OFF	-0.79	-0.23	-0.14	-0.78	-0.70	-0.10	
670912	OFF	0.52	0.37	-0.14	-0.78	-0.69	-0.10	
671040	OFF	-0.28	-0.38	-0.35	-0.77	-0.69	-0.09	
671167	OFF	0.75	0.52	-0.09	-0.78	-0.69	-0.10	
671294	OFF	-0.89	-0.54	0.00	-0.79	-0.68	-0.10	
671422	OFF	-0.52	-0.40	-0.09	-0.76	-0.70	-0.10	
671549	OFF	1.12	0.51	1.52	-0.81	-0.68	-0.10	
671676	OFF	-1.06	-0.63	-0.99	-0.77	-0.68	-0.10	
671804	OFF	0.40	0.23	0.66	-0.79	-0.67	-0.10	
671931	OFF	-0.14	-0.79	-0.30	-0.76	-0.68	-0.08	
672058	OFF	0.28	0.49	0.52	-0.81	-0.68	-0.11	
672186	OFF	-1.12	-1.12	-0.37	-0.77	-0.68	-0.10	
672313	OFF	0.10	0.28	1.50	-0.81	-0.68	-0.11	
672440	OFF	-0.68	-0.59	-0.42	-0.78	-0.67	-0.10	
672567	OFF	0.33	0.17	0.03	-0.80	-0.67	-0.10	
672695	OFF	0.12	-0.12	0.07	-0.79	-0.67	-0.10	
672822	OFF	-0.40	-0.28	0.49	-0.80	-0.66	-0.10	
672949	OFF	-0.07	-0.30	0.42	-0.79	-0.68	-0.09	
673077	OFF	0.31	0.03	0.35	-0.80	-0.66	-0.10	
673204	OFF	0.56	-0.19	0.52	-0.81	-0.66	-0.11	
673331	OFF	0.14	-0.17	0.28	-0.80	-0.65	-0.10	
673459	OFF	-0.21	-0.30	0.09	-0.82	-0.66	-0.09	
673586	OFF	-0.03	0.10	-0.17	-0.81	-0.66	-0.09	
673713	OFF	0.31	-0.02	0.19	-0.81	-0.65	-0.10	
673841	ON	0.37	-0.33	0.44	-0.80	-0.66	-0.10	
673968	ON	0.21	-0.42	0.65	-0.82	-0.66	-0.09	
674095	ON	0.38	-0.44	0.79	-0.81	-0.65	-0.09	
674222	ON	0.73	-0.77	1.40	-0.83	-0.65	-0.08	
674350	ON	1.67	-1.66	3.21	-0.82	-0.64	-0.07	
674477	ON	1.20	-1.71	3.31	-0.84	-0.60	-0.05	
674604	ON	0.17	-0.73	1.97	-0.87	-0.60	-0.05	
674732	ON	0.99	-1.55	2.60	-0.85	-0.59	-0.04	
674859	ON	0.58	-1.64	2.79	-0.90	-0.55	-0.03	
674985	ON	0.68	-2.09	4.05	-0.89	-0.54	-0.01	
675113	ON	0.85	-3.28	5.02	-0.92	-0.52	0.01	
675240	ON	-3.42	-2.74	4.73	-0.93	-0.48	0.03	
675367	ON	-1.69	-2.23	4.88	-0.95	-0.44	0.04	
675495	ON	0.05	-2.56	4.71	-0.96	-0.40	0.04	
675622	ON	0.65	-3.30	5.04	-0.98	-0.36	0.07	
675749	ON	1.22	-3.54	5.46	-0.98	-0.33	0.10	
675876	ON	2.81	-4.87	6.58	-0.98	-0.31	0.14	
676004	ON	3.84	-4.54	6.61	-1.00	-0.21	0.19	
676131	ON	2.01	-2.81	8.34	-0.98	-0.11	0.22	
676258	ON	-0.44	-2.72	5.39	-1.02	-0.12	0.24	
676386	ON	-0.23	-2.29	6.44	-1.00	-0.08	0.25	
676513	ON	1.40	-3.09	5.20	-0.99	-0.03	0.26	
676640	ON	0.96	-1.97	1.85	-1.00	0.01	0.28	
676768	ON	0.73	-0.85	-0.14	-0.99	0.02	0.30	
676895	ON	0.17	-0.35	-0.21	-0.98	0.01	0.30	
677022	ON	0.42	0.09	-0.66	-0.99	0.01	0.31	
677150	ON	-0.10	-0.16	-0.24	-0.98	0.02	0.30	
677277	ON	0.09	0.05	-0.23	-0.99	0.01	0.30	
677404	ON	0.17	0.21	-0.44	-0.99	0.01	0.31	
677531	ON	0.00	0.12	-0.21	-0.99	0.00	0.30	
677659	ON	-0.07	-0.17	0.17	-0.99	0.00	0.30	
677786	ON	-0.54	1.12	-1.26	-0.99	0.00	0.32	
677913	ON	-0.42	1.03	-1.19	-1.00	0.00	0.29	
678040	ON	0.05	-1.45	-1.38	-1.00	-0.03	0.29	
678168	ON	0.80	-0.23	-1.87	-1.00	-0.01	0.29	
678295	ON	0.75	-0.09	-0.61	-0.99	-0.05	0.30	
678422	ON	0.02	-0.31	-0.40	-0.99	-0.04	0.31	
678550	ON	-0.63	-1.10	-1.22	-0.99	-0.04	0.31	
678677	ON	0.00	0.09	-0.31	-0.98	-0.05	0.31	
678804	ON	-0.49	-0.49	-1.43	-1.00	-0.04	0.31	
678931	ON	-0.54	-0.35	-0.51	-0.98	-0.06	0.30	
679059	ON	0.87	0.73	0.05	-0.99	-0.06	0.31	
679186	ON	-0.02	-0.02	-0.21	-0.99	-0.06	0.31	
679313	ON	0.35	0.03	0.07	-0.99	-0.06	0.31	
679441	ON	0.19	0.07	0.05	-0.99	-0.07	0.29	
679568	ON	-0.30	-0.03	0.14	-1.00	-0.05	0.31	
679695	ON	-0.07	0.07	-0.12	-0.99	-0.06	0.30	
679823	ON	0.09	0.07	-0.33	-1.00	-0.05	0.30	
679950	ON	0.23	0.16	-0.30	-0.98	-0.06	0.30	
680077	ON	-0.03	0.00	-0.21	-0.99	-0.07	0.31	
680204	ON	0.75	0.92	-0.30	-0.98	-0.05	0.30	
680332	ON	-0.17	0.26	-0.54	-0.99	-0.06	0.29	
680459	ON	-0.02	0.16	-0.40	-0.99	-0.06	0.29	
680586	ON	0.21	0.12	-0.42	-0.99	-0.07	0.29	
680714	ON	0.09	0.02	-0.28	-0.99	-0.07	0.29	
680841	ON	0.17	-0.12	-0.07	-0.99	-0.07	0.29	
680968	ON	-0.24	0.26	0.02	-0.99	-0.07	0.30	
681095	ON	-0.10	0.05	-0.19	-1.00	-0.07	0.29	
681223	ON	0.03	0.00	-0.28	-1.00	-0.07	0.29	
681350	ON	0.17	0.07	-0.12	-1.00	-0.07	0.29	
681477	ON	-0.02	0.28	-0.16	-0.99	-0.07	0.28	
681604	ON	0.10	-0.02	-0.52	-1.00	-0.08	0.29	
681732	ON	0.10	0.12	-0.42	-0.99	-0.07	0.28	
681859	ON	-0.05	2.08	-3.56	-1.01	-0.07	0.29	
681986	ON	-0.16	5.16	-9.00	-1.00	-0.11	0.27	
682114	ON	-1.05	3.66	-6.98	-0.99	-0.19	0.21	
682241	ON	-1.17	1.90	-2.67	-0.99	-0.25	0.18	
682368	ON	-0.72	-0.56	1.01	-0.99	-0.25	0.18	
682496	ON	0.72	-0.96	1.81	-0.98	-0.23	0.20	
682622	ON	0.84	-1.13	2.08	-0.99	-0.22	0.20	
682749	ON	0.51	-1.10	2.01	-0.99	-0.19	0.22	
682876	ON	-0.26	-0.59	0.87	-1.00	-0.18	0.23	
683004	ON	-0.16	0.02	-0.02	-1.00	-0.19	0.24	
683131	ON	0.03	-0.28	0.14	-0.99	-0.18	0.22	
683258	ON	0.19	-0.61	0.66	-1.00	-0.18	0.23	
683386	OFF	0.30	0.09	-0.21	-1.00	-0.17	0.24	
683513	OFF	-0.30	1.26	-2.41	-1.00	-0.18	0.23	
683640	OFF	-1.24	3.31	-5.86	-1.01	-0.21	0.21	
683768	OFF	-0.75	2.37	-4.52	-0.98	-0.26	0.18	
683895	OFF	-0.45	2.11	-3.82	-1.00	-0.29	0.16	
684022	OFF	-0.21	1.95	-3.79	-0.97	-0.31	0.15	
684150	OFF	0.03	1.81	-3.73	-0.96	-0.36	0.14	
684277	OFF	-0.52	0.59	-2.65	-0.95	-0.36	0.12	
684404	OFF	-1.03	1.57	-2.98	-0.96	-0.38	0.12	
684531	OFF	-0.77	2.13	-2.98	-0.96	-0.41	0.11	
684659	OFF	-0.98	1.74	-2.58	-0.94	-0.43	0.08	
684786	OFF	-1.01	1.26	-2.15	-0.95	-0.45	0.06	
684913	OFF	-0.75	1.20	-2.13	-0.93	-0.45	0.06	
685041	OFF	-0.75	1.52	-1.78	-0.92	-0.47	0.03	
685168	OFF	-1.52	0.87	-1.62	-0.93	-0.49	0.02	
685295	OFF	-0.56	1.40	-1.95	-0.92	-0.50	0.02	
685423	OFF	0.21	1.38	-2.56	-0.91	-0.52	0.01	
685550	OFF	0.21	1.60	-2.49	-0.90	-0.52	0.00	
685677	OFF	-0.17	1.40	-2.95	-0.89	-0.55	-0.02	
685805	OFF	-0.92	1.01	-2.72	-0.87	-0.55	-0.02	
685932	OFF	-1.20	0.59	-2.23	-0.86	-0.59	-0.04	
686059	OFF	-0.54	1.33	-2.42	-0.86	-0.59	-0.04	
686187	OFF	-0.30	0.94	-1.43	-0.87	-0.60	-0.06	
686314	OFF	-0.51	0.85	-1.55	-0.85	-0.60	-0.06	
686441	OFF	-1.15	1.05	-1.71	-0.83	-0.62	-0.07	
686569	OFF	-0.96	1.69	-3.11	-0.84	-0.64	-0.09	
686696	OFF	-1.15	0.96	-2.01	-0.80	-0.65	-0.11	
686823	OFF	-0.89	1.17	-1.71	-0.81	-0.66	-0.11	
686951	OFF	-0.49	0.47	-0.68	-0.79	-0.67	-0.13	
687078	OFF	-0.09	-0.02	-0.49	-0.79	-0.67	-0.14	
687205	OFF	-0.72	0.98	-0.80	-0.79	-0.66	-0.13	
687333	OFF	-0.73	0.54	-1.15	-0.79	-0.68	-0.14	
687460	OFF	-0.31	0.07	-0.37	-0.78	-0.69	-0.15	
687587	OFF	-0.31	-0.23	-0.26	-0.78	-0.69	-0.15	
687714	OFF	0.44	0.68	-0.35	-0.76	-0.69	-0.15	
687842	OFF	0.70	-0.30	-0.23	-0.79	-0.68	-0.15	
687969	OFF	0.59	-0.30	-0.19	-0.77	-0.68	-0.13	
688096	OFF	0.21	0.00	-0.17	-0.77	-0.69	-0.13	
688224	OFF	0.85	0.47	1.13	-0.78	-0.69	-0.13	
688351	OFF	0.65	-0.24	-0.56	-0.78	-0.68	-0.14	
688478	OFF	0.45	0.30	-0.37	-0.77	-0.69	-0.13	
688606	OFF	-0.17	-0.38	0.09	-0.78	-0.69	-0.13	
688733	OFF	-0.03	-0.16	0.65	-0.78	-0.68	-0.14	
688860	OFF	0.40	-0.02	0.23	-0.78	-0.68	-0.13	
688988	OFF	1.34	1.15	-1.36	-0.78	-0.67	-0.13	
689115	OFF	-0.79	-0.17	-0.12	-0.78	-0.70	-0.13	
689242	OFF	0.80	-0.35	-0.35	-0.76	-0.70	-0.13	
689370	OFF	0.45	0.05	-0.26	-0.78	-0.69	-0.13	
689497	OFF	0.00	-0.47	0.38	-0.77	-0.68	-0.13	
689624	OFF	-0.38	-0.09	0.28	-0.77	-0.69	-0.14	
689751	OFF	0.31	-0.94	0.09	-0.78	-0.69	-0.12	
689879	OFF	0.56	-1.33	-1.05	-0.77	-0.68	-0.12	
690006	OFF	0.21	0.12	-0.44	-0.77	-0.69	-0.10	
690132	OFF	0.03	-0.58	-0.14	-0.77	-0.70	-0.11	
